Company;Employees;City;Foundation;Rating;Private;Easy apply;Sector;Job Skills;Street Address;Nif;Men; Women 
Vodafone;559;Chicago;21/8/15;2.08;false;false;Media;Communication:Work Under Pressure:Work Under Pressure;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Danone;862;Falerone;8/10/12;0.6;false;false;Information_Technology;Conflict Resolution:Communication:Time Management;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Danone;445;Avesta;20/9/11;2.48;true;true;Tourism;Conflict Resolution:Conflict Resolution:Adaptability;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Leadertech Consulting;704;Elx;16/3/04;1.9;true;true;Consumer_Services;Leadership:Time Management:Decision Making;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Boeing;179;Oamaru;3/4/12;0.61;true;true;Finance;Adaptability:Self-motivation:Time Management;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Coca-Cola Company;620;Mariquina;28/10/21;2.87;true;false;Media;Leadership:Leadership:Learning;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Comodo;626;Chicago;3/1/21;0.02;true;false;Information_Technology;Adaptability:Communication:Adaptability;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Comcast;952;Pau;16/11/06;0.62;false;false;Tourism;Conflict Resolution:Self-motivation:Adaptability;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Leadertech Consulting;171;Teruel;7/12/10;2.92;false;true;Consumer_Services;Decision Making:Decision Making:Decision Making;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
AECOM;693;Jerez de la Frontera;28/5/14;4.83;false;true;Finance;Conflict Resolution:Learning:Decision Making;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Biolife Grup;631;Moncton;28/6/04;2.17;false;true;Media;Teamwork:Adaptability:Decision Making;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
ExxonMobil;981;Cork;23/12/16;1.02;false;true;Information_Technology;Self-motivation:Teamwork:Learning;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Amazon.com;591;Borgomasino;15/12/16;3.43;false;true;Tourism;Conflict Resolution:Teamwork:Conflict Resolution;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Boeing;603;Offenburg;9/2/18;1.88;false;false;Consumer_Services;Self-motivation:Time Management:Communication;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Apple Inc.;74;San Pablo;24/3/09;1.9;false;false;Finance;Work Under Pressure:Leadership:Decision Making;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
ExxonMobil;971;Los Patios;14/4/04;2.4;true;true;Information_Technology;Time Management:Conflict Resolution:Self-motivation;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Facebook;79;Bremen;16/9/16;3.12;true;false;Tourism;Learning:Communication:Adaptability;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
CarMax;996;Palmerston;24/10/13;0.09;false;true;Consumer_Services;Self-motivation:Learning:Self-motivation;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
ENEL;710;Chicago;18/10/13;2.4;false;false;Finance;Communication:Time Management:Communication;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Erickson;104;Springdale;23/6/18;2.56;true;false;Media;Work Under Pressure:Leadership:Teamwork;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Team Guard SRL;665;Hallein;25/7/06;0.01;true;false;Information_Technology;Communication:Adaptability:Communication;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Boeing;137;Waiheke Island;10/2/19;0.35;true;true;Tourism;Self-motivation:Leadership:Time Management;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Vodafone;476;General Lagos;7/4/22;0.4;false;true;Consumer_Services;Teamwork:Decision Making:Self-motivation;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Zepter;784;San Rafael Abajo;10/8/07;0.48;true;false;Finance;Decision Making:Self-motivation:Learning;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Zepter;92;New York;29/6/21;2.53;true;false;Media;Self-motivation:Self-motivation:Self-motivation;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Comcast;274;Paglieta;1/10/19;1.68;true;false;Information_Technology;Time Management:Time Management:Communication;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Apple Inc.;92;Levin;6/5/14;0.04;false;true;Tourism;Self-motivation:Conflict Resolution:Time Management;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Facebook;399;Watson Lake;21/6/21;0.27;true;false;Consumer_Services;Work Under Pressure:Communication:Teamwork;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Amazon.com;454;Stamford;9/7/13;3.82;true;true;Finance;Decision Making:Communication:Time Management;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Vodafone;730;Mersin;16/11/06;2.27;true;false;Media;Teamwork:Learning:Leadership;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Team Guard SRL;748;Cedar Rapids;28/3/13;4.43;false;true;Information_Technology;Teamwork:Time Management:Time Management;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Danone;676;New York;17/7/21;2.01;true;false;Tourism;Time Management:Learning:Conflict Resolution;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Biolife Grup;408;New York;8/1/10;4.11;true;false;Consumer_Services;Teamwork:Communication:Teamwork;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
BuzzFeed;807;Kapfenberg;9/6/16;4.08;true;false;Finance;Time Management:Work Under Pressure:Learning;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Amazon.com;676;Swindon;11/10/19;0.21;false;false;Media;Adaptability:Time Management:Time Management;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
BuzzFeed;93;Nicoya;30/6/12;0.64;true;true;Information_Technology;Work Under Pressure:Adaptability:Time Management;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Facebook;195;Guaymas;7/10/20;0.84;false;true;Tourism;Teamwork:Conflict Resolution:Adaptability;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Carrefour;481;Liberia;25/6/10;0.07;true;true;Consumer_Services;Teamwork:Communication:Decision Making;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Comodo;856;Nevers;1/7/21;3.05;false;true;Finance;Leadership:Decision Making:Conflict Resolution;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Coca-Cola Company;265;New York;31/8/04;4.14;false;true;Media;Decision Making:Leadership:Work Under Pressure;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Zepter;898;Woerden;14/7/13;2.37;true;false;Information_Technology;Adaptability:Adaptability:Learning;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
BuzzFeed;108;Lauro de Freitas;5/12/10;2.42;false;true;Tourism;Communication:Decision Making:Time Management;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Leadertech Consulting;493;Armidale;21/3/17;0.88;false;false;Consumer_Services;Decision Making:Time Management:Communication;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Comcast;794;Samsun;20/7/10;4.9;true;true;Finance;Teamwork:Time Management:Decision Making;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Global Print;803;Siquirres;12/12/09;1.4;true;false;Media;Communication:Work Under Pressure:Work Under Pressure;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Carrefour;833;New York;2/3/15;2.88;true;true;Information_Technology;Self-motivation:Work Under Pressure:Self-motivation;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Areon Impex;704;Greymouth;18/9/08;0.41;true;false;Tourism;Leadership:Self-motivation:Communication;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Team Guard SRL;583;Abaetetuba;21/10/16;4.0;false;false;Consumer_Services;Adaptability:Teamwork:Conflict Resolution;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Carrefour;960;Melilla;19/6/17;4.75;true;true;Finance;Leadership:Adaptability:Communication;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Leadertech Consulting;721;Yunnan;2/11/17;2.39;false;true;Media;Communication:Conflict Resolution:Time Management;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Carrefour;618;Galway;31/10/20;4.3;false;false;Information_Technology;Adaptability:Self-motivation:Leadership;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
ENEL;90;Grand-Manil;27/5/20;0.9;false;false;Tourism;Leadership:Time Management:Time Management;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
BuzzFeed;441;Heredia;27/5/13;3.41;false;false;Consumer_Services;Adaptability:Conflict Resolution:Learning;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Leadertech Consulting;223;Konya;10/8/19;1.41;true;true;Finance;Adaptability:Communication:Learning;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Apple Inc.;598;Sincelejo;23/3/06;2.67;true;false;Media;Communication:Adaptability:Work Under Pressure;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Erickson;915;Pica;27/3/06;1.18;false;true;Information_Technology;Conflict Resolution:Self-motivation:Self-motivation;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
BuzzFeed;693;Whyalla;7/1/11;1.22;true;false;Tourism;Self-motivation:Conflict Resolution:Conflict Resolution;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Areon Impex;993;Galway;13/9/19;2.86;false;true;Consumer_Services;Adaptability:Learning:Self-motivation;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Carrefour;570;Salzburg;22/10/11;3.97;true;true;Finance;Decision Making:Teamwork:Leadership;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Apple Inc.;88;New York;4/8/09;0.21;true;true;Media;Self-motivation:Leadership:Decision Making;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
BuzzFeed;641;Göteborg;6/11/14;4.56;false;false;Information_Technology;Communication:Leadership:Leadership;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Boeing;197;Carmen de Bolivar;8/4/18;4.75;false;false;Tourism;Self-motivation:Work Under Pressure:Leadership;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Apple Inc.;162;Zamora;23/1/15;3.95;true;false;Consumer_Services;Learning:Leadership:Adaptability;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
UPC;546;Lauterach;15/12/08;0.62;true;false;Finance;Leadership:Decision Making:Leadership;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Areon Impex;898;Saguenay;13/2/09;1.42;true;true;Media;Learning:Leadership:Learning;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Apple Inc.;676;Barranca;29/4/09;4.8;true;false;Information_Technology;Adaptability:Conflict Resolution:Work Under Pressure;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Coca-Cola Company;908;Antalya;1/2/06;0.78;false;true;Tourism;Time Management:Self-motivation:Decision Making;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Boeing;225;San Marcello;21/9/09;1.2;true;false;Consumer_Services;Work Under Pressure:Time Management:Adaptability;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Coca-Cola Company;611;Hunan;9/4/22;2.77;true;true;Finance;Leadership:Teamwork:Learning;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Zepter;183;Miami;17/1/20;4.58;false;false;Media;Self-motivation:Conflict Resolution:Time Management;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
CarMax;896;Ludvika;7/1/17;4.63;true;true;Information_Technology;Conflict Resolution:Decision Making:Decision Making;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Amazon.com;816;Hinckley;13/5/06;2.22;false;false;Tourism;Work Under Pressure:Conflict Resolution:Learning;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Erickson;728;Telfs;7/7/12;4.75;false;true;Consumer_Services;Adaptability:Work Under Pressure:Leadership;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Facebook;269;Shanghai;25/7/07;4.61;true;false;Finance;Time Management:Communication:Decision Making;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Facebook;275;Hastings;30/4/06;1.33;true;true;Media;Decision Making:Decision Making:Leadership;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Danone;53;Mexico City;19/12/21;1.75;true;true;Information_Technology;Decision Making:Time Management:Leadership;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Demaco;821;Gisborne;24/3/19;4.79;false;true;Tourism;Communication:Communication:Learning;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Comodo;653;Beijing;20/1/07;1.57;false;true;Consumer_Services;Learning:Work Under Pressure:Conflict Resolution;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
ExxonMobil;791;Falun;30/4/22;4.35;false;false;Finance;Adaptability:Self-motivation:Communication;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
CarMax;792;Siquirres;31/10/14;1.1;true;false;Media;Leadership:Decision Making:Work Under Pressure;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
AECOM;345;Ichtegem;7/7/18;0.95;true;false;Information_Technology;Teamwork:Time Management:Self-motivation;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Vodafone;387;Bon Accord;15/2/10;2.3;false;true;Tourism;Communication:Self-motivation:Adaptability;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
BuzzFeed;701;Kirkwall;30/8/22;3.31;false;false;Consumer_Services;Conflict Resolution:Decision Making:Self-motivation;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Global Print;279;Nogales;27/9/12;1.93;false;true;Finance;Adaptability:Adaptability:Work Under Pressure;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
ENEL;355;Mexico City;20/11/14;0.74;false;true;Media;Conflict Resolution:Adaptability:Leadership;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Facebook;831;Hoogeveen;7/4/10;2.21;true;true;Information_Technology;Adaptability:Decision Making:Communication;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
DynCorp;936;Mexico City;12/8/19;2.1;false;true;Tourism;Work Under Pressure:Conflict Resolution:Learning;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Danone;415;Spittal an der Drau;18/7/09;1.94;true;false;Consumer_Services;Leadership:Learning:Communication;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Mars;797;Camaragibe;14/10/10;4.17;true;true;Finance;Decision Making:Communication:Self-motivation;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
CarMax;844;Shanxi;25/3/15;4.91;false;true;Media;Work Under Pressure:Time Management:Adaptability;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Biolife Grup;726;Calmar;9/7/11;2.29;false;false;Information_Technology;Teamwork:Teamwork:Decision Making;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Apple Inc.;508;Parla;19/5/11;3.47;true;true;Tourism;Learning:Time Management:Self-motivation;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Mars;101;Buckley;12/4/15;1.91;false;true;Consumer_Services;Teamwork:Adaptability:Work Under Pressure;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Leadertech Consulting;167;Linton;29/7/15;2.05;true;true;Finance;Adaptability:Work Under Pressure:Learning;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Coca-Cola Company;654;Wichita;31/8/05;1.75;false;false;Media;Conflict Resolution:Communication:Communication;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Global Print;464;Jilin;22/10/12;0.11;true;false;Information_Technology;Decision Making:Self-motivation:Work Under Pressure;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Leadertech Consulting;730;Mexico City;28/8/17;1.86;false;true;Tourism;Decision Making:Adaptability:Leadership;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Carrefour;553;Guadalupe;14/5/07;2.52;false;false;Consumer_Services;Teamwork:Learning:Time Management;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
CarMax;713;Petit-Thier;16/10/10;4.67;false;false;Finance;Conflict Resolution:Work Under Pressure:Self-motivation;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Danone;113;Belfast;10/3/16;1.22;false;false;Media;Leadership:Teamwork:Leadership;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
ENEL;899;Groß-Gerau;23/6/14;0.49;true;true;Information_Technology;Decision Making:Work Under Pressure:Time Management;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Vodafone;927;Seville;5/7/22;2.46;false;false;Tourism;Decision Making:Leadership:Adaptability;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
DynCorp;88;Nizip;19/5/05;0.75;false;true;Consumer_Services;Decision Making:Communication:Learning;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Mars;513;Finkenstein am Faaker See;22/5/22;1.17;true;false;Finance;Self-motivation:Leadership:Communication;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Comcast;136;St. Johann in Tirol;3/3/21;3.51;true;true;Media;Decision Making:Work Under Pressure:Work Under Pressure;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Telekom;668;Pencahue;28/11/22;4.33;true;true;Information_Technology;Teamwork:Decision Making:Teamwork;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Vodafone;141;Lidingo;20/3/14;1.05;true;true;Tourism;Teamwork:Adaptability:Work Under Pressure;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Areon Impex;263;Bayeux;30/11/18;3.74;true;true;Consumer_Services;Time Management:Communication:Time Management;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
It Smart Group;998;Yunnan;9/12/22;0.67;true;true;Finance;Teamwork:Teamwork:Conflict Resolution;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Facebook;435;Pamplona;30/3/09;4.95;false;false;Media;Conflict Resolution:Conflict Resolution:Teamwork;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Telekom;528;Thorembais-Saint-Trond;3/2/16;1.2;true;true;Information_Technology;Adaptability:Time Management:Leadership;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
ExxonMobil;753;Rothesay;22/12/19;1.68;false;false;Tourism;Time Management:Self-motivation:Adaptability;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Demaco;451;Brandon;14/8/09;1.81;true;false;Consumer_Services;Self-motivation:Leadership:Learning;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Coca-Cola Company;729;Enschede;8/8/07;2.98;true;true;Finance;Communication:Teamwork:Leadership;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Facebook;969;Napier;14/3/10;3.42;true;true;Information_Technology;Self-motivation:Work Under Pressure:Teamwork;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Zepter;751;Dublin;1/7/13;1.47;false;false;Tourism;Work Under Pressure:Decision Making:Decision Making;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Zepter;868;Hudson Bay;23/5/15;1.41;false;false;Consumer_Services;Teamwork:Time Management:Communication;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Danone;846;Oaxaca;5/11/08;3.48;false;false;Finance;Conflict Resolution:Learning:Work Under Pressure;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Biolife Grup;943;Chiguayante;22/7/13;0.86;false;true;Media;Learning:Time Management:Decision Making;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Facebook;456;Sluis;17/5/21;4.53;true;true;Information_Technology;Teamwork:Self-motivation:Leadership;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Coca-Cola Company;892;Berlin;20/1/05;1.51;true;true;Tourism;Communication:Time Management:Time Management;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Team Guard SRL;684;Tijuana;17/3/13;3.22;false;false;Consumer_Services;Learning:Self-motivation:Decision Making;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Mars;341;Fujian;18/6/19;0.01;true;false;Finance;Leadership:Time Management:Learning;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Biolife Grup;452;Belfast;4/7/12;3.0;false;true;Media;Time Management:Communication:Communication;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
It Smart Group;467;Palmerston North;1/7/19;0.16;true;false;Information_Technology;Time Management:Conflict Resolution:Adaptability;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Erickson;778;Develi;9/3/19;3.34;true;true;Tourism;Conflict Resolution:Leadership:Decision Making;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Mars;486;Limoges;8/9/18;2.76;true;true;Consumer_Services;Work Under Pressure:Leadership:Self-motivation;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
ENEL;383;Armenia;18/2/06;4.19;false;false;Finance;Learning:Time Management:Work Under Pressure;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Carrefour;723;San Francisco;19/1/06;4.77;true;false;Media;Conflict Resolution:Decision Making:Decision Making;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Vodafone;225;Bocchigliero;13/6/19;3.31;true;false;Information_Technology;Learning:Decision Making:Work Under Pressure;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Leadertech Consulting;142;Berlin;8/4/18;4.69;false;true;Tourism;Self-motivation:Self-motivation:Conflict Resolution;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Danone;322;Ternitz;28/3/10;0.47;false;true;Consumer_Services;Adaptability:Teamwork:Learning;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Telekom;283;Caxias do Sul;10/8/09;0.02;false;true;Finance;Communication:Communication:Communication;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Global Print;471;Berlin;1/2/07;3.8;false;true;Media;Self-motivation:Conflict Resolution:Time Management;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Global Print;467;Santa Rosa de Cabal;20/9/15;2.21;false;true;Information_Technology;Leadership:Leadership:Decision Making;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Carrefour;171;San Rafael;10/6/04;2.12;true;true;Tourism;Adaptability:Teamwork:Conflict Resolution;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Carrefour;809;Alto del Carmen;22/4/15;4.34;false;false;Consumer_Services;Work Under Pressure:Conflict Resolution:Self-motivation;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Carrefour;149;Margate;31/5/21;1.37;false;false;Finance;Teamwork:Leadership:Communication;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Leadertech Consulting;279;Vienna;10/6/10;0.21;true;true;Media;Conflict Resolution:Leadership:Teamwork;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
21st Century Fox;524;Knittelfeld;20/10/15;4.71;false;false;Information_Technology;Teamwork:Conflict Resolution:Adaptability;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Vodafone;613;Barranca;14/9/15;0.92;false;false;Tourism;Teamwork:Work Under Pressure:Learning;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
AECOM;703;Bredene;7/6/10;2.54;true;true;Consumer_Services;Decision Making:Learning:Time Management;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Global Print;827;Belfast;11/4/09;3.64;true;true;Finance;Conflict Resolution:Conflict Resolution:Conflict Resolution;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Leadertech Consulting;420;Tiel;30/12/06;1.25;true;false;Media;Work Under Pressure:Communication:Work Under Pressure;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Metro Cash&Carry;330;London;24/2/17;1.33;false;false;Information_Technology;Leadership:Communication:Decision Making;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Facebook;918;Canberra;5/12/19;2.81;false;false;Tourism;Work Under Pressure:Adaptability:Conflict Resolution;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Erickson;398;Ceuta;1/2/14;0.97;false;true;Consumer_Services;Communication:Conflict Resolution:Self-motivation;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Biolife Grup;206;Huesca;6/12/17;1.73;false;true;Finance;Time Management:Decision Making:Work Under Pressure;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Biolife Grup;763;Tibet;21/11/09;0.95;false;true;Media;Learning:Conflict Resolution:Decision Making;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Coca-Cola Company;349;London;27/1/07;1.02;false;true;Information_Technology;Learning:Decision Making:Work Under Pressure;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Comodo;228;Morrinsville;21/11/04;3.27;true;false;Tourism;Learning:Decision Making:Time Management;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Boeing;345;Dublin;30/8/19;4.64;false;true;Consumer_Services;Communication:Self-motivation:Work Under Pressure;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Erickson;744;London;13/7/11;4.16;false;false;Finance;Decision Making:Time Management:Teamwork;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
It Smart Group;923;Jilin;19/12/12;3.91;false;true;Media;Conflict Resolution:Communication:Learning;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Amazon.com;691;Berlin;8/3/05;4.36;false;false;Information_Technology;Teamwork:Adaptability:Learning;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Team Guard SRL;852;Nieuwegein;23/2/05;4.55;false;true;Tourism;Time Management:Work Under Pressure:Work Under Pressure;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Areon Impex;828;Palencia;2/1/06;0.81;false;true;Consumer_Services;Teamwork:Time Management:Adaptability;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Zepter;354;Dublin;12/6/15;4.91;true;true;Finance;Communication:Self-motivation:Teamwork;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Leadertech Consulting;449;Talence;18/4/04;1.24;true;false;Media;Decision Making:Learning:Decision Making;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
ENEL;263;Guangdong;3/10/11;1.66;false;false;Information_Technology;Decision Making:Leadership:Self-motivation;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
DynCorp;718;Mandurah;2/4/08;3.02;true;false;Tourism;Communication:Communication:Leadership;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
